Input,Result
-5.0,-3.4301668420352276
-4.99,-3.5674037185755645
-4.98,-3.715780040883037
-4.970000000000001,-3.8768391985986885
-4.960000000000001,-4.052365448579245
-4.950000000000001,-4.24458598399353
-4.940000000000001,-4.456330465191903
-4.9300000000000015,-4.690824615285615
-4.920000000000002,-4.952575131667371
-4.910000000000002,-5.246863268368556
-4.900000000000002,-5.581027395473649
-4.890000000000002,-5.964761659312715
-4.880000000000003,-6.411436379898152
-4.870000000000003,-6.9401290436517815
-4.860000000000003,-7.578784537829457
-4.850000000000003,-8.372125390899333
-4.840000000000003,-9.394165648401179
-4.830000000000004,-10.785135011599047
-4.820000000000004,-12.840098604323991
-4.810000000000004,-16.368353289935442
-4.800000000000004,-25.04777042088158
-4.7900000000000045,NaN
-4.780000000000005,NaN
-4.770000000000005,NaN
-4.760000000000005,NaN
-4.750000000000005,NaN
-4.7400000000000055,NaN
-4.730000000000006,NaN
-4.720000000000006,NaN
-4.710000000000006,NaN
-4.700000000000006,NaN
-4.690000000000007,NaN
-4.680000000000007,NaN
-4.670000000000007,NaN
-4.660000000000007,NaN
-4.6500000000000075,NaN
-4.640000000000008,NaN
-4.630000000000008,NaN
-4.620000000000008,NaN
-4.610000000000008,NaN
-4.6000000000000085,NaN
-4.590000000000009,NaN
-4.580000000000009,-24.603063005004042
-4.570000000000009,-16.34195683990731
-4.560000000000009,-12.88735331067052
-4.55000000000001,-10.859594977480311
-4.54000000000001,-9.481354682787906
-4.53000000000001,-5.352899375643615
-4.52000000000001,-5.071490311580443
-4.5100000000000104,-4.817129093765516
-4.500000000000011,-4.586044447613711
-4.490000000000011,-4.375134993496277
-4.480000000000011,-4.181906288551417
-4.470000000000011,-4.004106362187981
-4.4600000000000115,-3.839922869478183
-4.450000000000012,-3.6879279733607397
-4.440000000000012,-3.546721117045318
-4.430000000000012,-3.41516032481018
-4.420000000000012,-3.2922596291340334
-4.410000000000013,-3.1772371390158334
-4.400000000000013,-3.0692591803685842
-4.390000000000013,-2.967735398656303
-4.380000000000013,-2.8720483640600794
-4.370000000000013,-2.781711615482446
-4.360000000000014,-2.6962651246927374
-4.350000000000014,-2.6153004324675853
-4.340000000000014,-2.5384738698841676
-4.330000000000014,-2.46545556603478
-4.3200000000000145,-2.3959325467621793
-4.310000000000015,-2.329691818850295
-4.300000000000015,-2.2664568234957603
-4.290000000000015,-2.206025858026824
-4.280000000000015,-2.1482138563687965
-4.270000000000016,-2.0928383530061545
-4.260000000000016,-2.0397218561175454
-4.250000000000016,-1.988737536431594
-4.240000000000016,-1.9397455078234878
-4.230000000000016,-1.8926179470113094
-4.220000000000017,-1.8472470664517064
-4.210000000000017,-1.8035151825050924
-4.200000000000017,-1.7613402549331612
-4.190000000000017,-1.7206209474697336
-4.1800000000000175,-1.6812873389235374
-4.170000000000018,-1.643251686110839
-4.160000000000018,-1.6064473308051592
-4.150000000000018,-1.5708053140393703
-4.140000000000018,-1.536261732254252
-4.1300000000000185,-1.5027690335676454
-4.120000000000019,-1.4702648963208471
-4.110000000000019,-1.4387027306211253
-4.100000000000019,-1.4080385879476431
-4.090000000000019,-1.3782211200873116
-4.08000000000002,-1.3492171122447987
-4.07000000000002,-1.3209809785355018
-4.06000000000002,-1.2934792685742154
-4.05000000000002,-1.2666802616794863
-4.0400000000000205,-1.240549822599381
-4.030000000000021,-1.2150559484390455
-4.020000000000021,-1.1901723540086295
-4.010000000000021,-1.165874029706503
-4.000000000000021,-1.14213017659941
-3.9900000000000215,-1.118922226847072
-3.9800000000000217,-1.0962256338854528
-3.970000000000022,-1.0740172679850781
-3.960000000000022,-1.0522783685341166
-3.9500000000000224,-1.030988040524464
-3.9400000000000226,-1.0101294137480166
-3.930000000000023,-0.9896835551777361
-3.920000000000023,-0.9696325496298102
-3.9100000000000232,-0.9499646749861098
-3.9000000000000234,-0.9306633910637883
-3.8900000000000237,-0.9117130173870219
-3.880000000000024,-0.893101083152297
-3.870000000000024,-0.8748109119444221
-3.8600000000000243,-0.8568359203477939
-3.8500000000000245,-0.8391605644701722
-3.8400000000000247,-0.8217723446525436
-3.830000000000025,-0.8046635819585196
-3.820000000000025,-0.787820548675555
-3.8100000000000254,-0.7712342847373493
-3.8000000000000256,-0.7548981030571063
-3.790000000000026,-0.7587957627475012
-3.780000000000026,-0.743197460555384
-3.770000000000026,-0.7278274384743407
-3.7600000000000264,-0.7126818313574282
-3.7500000000000266,-0.6977531069316312
-3.740000000000027,-0.6830304566949372
-3.730000000000027,-0.6685088408103687
-3.7200000000000273,-0.6541799040553294
-3.7100000000000275,-0.6400390011985728
-3.7000000000000277,-0.6260799328876249
-3.690000000000028,-0.6122950996401544
-3.680000000000028,-0.5986788035447795
-3.6700000000000284,-0.5852270890063523
