Input,Result
0.01,-6.6072678152907045
0.02,-5.631452398404701
0.03,-5.053152754729792
0.04,-4.641274472861046
0.05,-4.3217697216661275
0.060000000000000005,-4.060567888356199
0.07,-3.8380522228358482
0.08,-3.6467553405525925
0.09,-3.4773037913680893
0.09999999999999999,-3.3252005568346834
0.10999999999999999,-3.1871069378913797
0.11999999999999998,-3.0604139028089863
0.12999999999999998,-2.946727825760162
0.13999999999999999,-2.8381203450375048
0.15,-2.7400079265990493
0.16,-2.647838166338425
0.17,-2.558416564099685
0.18000000000000002,-2.4769321722391497
0.19000000000000003,-2.3996069982098103
0.20000000000000004,-2.326065136118046
0.21000000000000005,-2.25355878089711
0.22000000000000006,-2.187125971070863
0.23000000000000007,-2.1234918354181755
0.24000000000000007,-2.0624456759988843
0.25000000000000006,-2.0037977573877552
0.26000000000000006,-1.9447048695329556
0.2700000000000001,-1.8908264615991632
0.2800000000000001,-1.8387992133177364
0.2900000000000001,-1.7885092905322406
0.3000000000000001,-1.7398521020026658
0.3100000000000001,-1.692731420121995
0.3200000000000001,-1.6470585942033356
0.3300000000000001,-1.602751845861202
0.34000000000000014,-1.5597356372655742
0.35000000000000014,-1.5154610497012566
0.36000000000000015,-1.4751884369844486
0.37000000000000016,-1.4359598839696717
0.38000000000000017,-1.3977267507488702
0.3900000000000002,-1.3604433893051415
0.4000000000000002,-1.3240669278956894
0.4100000000000002,-1.2885570726846556
0.4200000000000002,-1.2538759251321554
0.4300000000000002,-1.2199878137840718
0.4400000000000002,-1.186859139231824
0.45000000000000023,-1.1544582311238212
0.46000000000000024,-1.122755216211883
0.47000000000000025,-1.0917218965076894
0.48000000000000026,-1.061331636707311
0.49000000000000027,-1.0288410907008707
0.5000000000000002,-0.9999999999999996
0.5100000000000002,-0.9716923069773569
0.5200000000000002,-0.9439006102513897
0.5300000000000002,-0.9166082426819242
0.5400000000000003,-0.8897992352923314
0.5500000000000003,-0.8634582831823603
0.5600000000000003,-0.8375707133103576
0.5700000000000003,-0.812122454031674
0.5800000000000003,-0.7871000062875343
0.5900000000000003,-0.7624904163456115
0.6000000000000003,-0.7382812499999993
0.6100000000000003,-0.7144605681442758
0.6200000000000003,-0.6910169036369304
0.6300000000000003,-0.6679392393836107
0.6400000000000003,-0.6452169875654729
0.6500000000000004,-0.6228399699474072
0.6600000000000004,-0.6007983992040985
0.6700000000000004,-0.5790828612057672
0.6800000000000004,-0.5576842982090788
0.6900000000000004,-0.536593992902083
0.7000000000000004,-0.5158035532552114
0.7100000000000004,-0.4953048981332979
0.7200000000000004,-0.47509024362634655
0.7300000000000004,-0.45515209005932733
0.7400000000000004,-0.43548320964369097
0.7500000000000004,-0.41326530612244816
0.7600000000000005,-0.39448051948051865
0.7700000000000005,-0.3759079903147692
0.7800000000000005,-0.35754414125200557
0.7900000000000005,-0.3393854748603343
0.8000000000000005,-0.32142857142857056
0.8100000000000005,-0.3036700868192572
0.8200000000000005,-0.2861067503924638
0.8300000000000005,-0.2687353629976572
0.8400000000000005,-0.25155279503105504
0.8500000000000005,-0.23455598455598367
0.8600000000000005,-0.21774193548387005
0.8700000000000006,-0.20110771581359727
0.8800000000000006,-0.1846504559270508
0.8900000000000006,-0.16836734693877461
0.9000000000000006,-0.15225563909774345
0.9100000000000006,-0.1363126402393409
0.9200000000000006,-0.12053571428571336
0.9300000000000006,-0.10492227979274518
0.9400000000000006,-0.08946980854197256
0.9500000000000006,-0.07417582417582323
0.9600000000000006,-0.059037900874634626
0.9700000000000006,-0.044053662073965695
0.9800000000000006,-0.029220779220778266
0.9900000000000007,-0.01453697056712036
1.0000000000000007,0.0
1.0100000000000007,0.014392324093817598
1.0200000000000007,0.028642149929279617
1.0300000000000007,0.04275158339197845
1.0400000000000007,0.05672268907563123
1.0500000000000007,0.07055749128919958
1.0600000000000007,0.08425797503467505
1.0700000000000007,0.09782608695652271
1.0800000000000007,0.11126373626373724
1.0900000000000007,0.12457279562542821
1.1000000000000008,0.13775510204081734
1.1100000000000008,0.1508124576844966
1.1200000000000008,0.1637466307277638
1.1300000000000008,0.17655935613682194
1.1400000000000008,0.18925233644859918
1.1500000000000008,0.20182724252491796
1.1600000000000008,0.2142857142857153
1.1700000000000008,0.22662936142198914
1.1800000000000008,0.2388597640891229
1.1900000000000008,0.25097847358121433
1.2000000000000008,0.262987012987014
1.2100000000000009,0.2748868778280553
1.2200000000000009,0.2866795366795377
1.2300000000000009,0.29836643177450456
1.2400000000000009,0.30994897959183776
1.2500000000000009,0.32142857142857245
1.260000000000001,0.3328065739570175
1.270000000000001,0.3440843297671502
1.280000000000001,0.35526315789473784
1.290000000000001,0.36634435433562174
1.300000000000001,0.3773291925465849
1.310000000000001,0.38821892393321067
1.320000000000001,0.3990147783251241
1.330000000000001,0.40971796443899555
1.340000000000001,0.4232876481397203
1.350000000000001,0.43403677412519487
1.360000000000001,0.44470605911162253
1.370000000000001,0.4552966398195691
1.380000000000001,0.4658096272899398
1.390000000000001,0.4762461076508218
1.400000000000001,0.4866071428571439
1.410000000000001,0.49689377140423757
1.420000000000001,0.5071070090163432
1.430000000000001,0.5172478493110522
1.440000000000001,0.5273172644406371
1.450000000000001,0.5373162057111782
1.460000000000001,0.5472456041803567
1.470000000000001,0.557106371234745
1.480000000000001,0.5668993991473945
1.490000000000001,0.5766255616164772
1.500000000000001,0.5862857142857154
1.5100000000000011,0.5958806952472971
1.5200000000000011,0.6054113255279447
1.5300000000000011,0.6148784095587783
1.5400000000000011,0.6242827356295894
1.5500000000000012,0.6336250763281102
1.5600000000000012,0.6429061889648447
1.5700000000000012,0.6521268159840006
1.5800000000000012,0.6612876853610385
1.5900000000000012,0.6703895109873395
1.6000000000000012,0.6794329930424615
1.6100000000000012,0.6884188183544462
1.6200000000000012,0.6973476607486097
1.6300000000000012,0.7062201813852422
1.6400000000000012,0.7150370290866169
1.6500000000000012,0.7237988406536953
1.6600000000000013,0.7325062411729003
1.6700000000000013,0.7411598443133174
1.6800000000000013,0.7497602526146607
1.6900000000000013,0.7583080577663356
1.7000000000000013,0.7668038408779161
1.7100000000000013,0.7752481727413344
1.7200000000000013,0.7836416140850814
1.7300000000000013,0.7919847158206925
1.7400000000000013,0.8002780192817902
1.7500000000000013,0.808522056455942
1.7600000000000013,0.8167173502095844
1.7700000000000014,0.824864414506248
1.7800000000000014,0.8329637546183166
1.7900000000000014,0.8410158673325413
1.8000000000000014,0.8490212411495222
1.8100000000000014,0.8569803564773614
1.8200000000000014,0.8648936858196861
1.8300000000000014,0.8727616939582289
1.8400000000000014,0.8805848381301508
1.8500000000000014,0.8883635682002804
1.8600000000000014,0.896098326828437
1.8700000000000014,0.9037895496320062
1.8800000000000014,0.9114376653439163
1.8900000000000015,0.919043095966175
1.9000000000000015,0.9266062569191041
1.9100000000000015,0.9341275571864195
1.9200000000000015,0.9416073994562862
1.9300000000000015,0.9490461802584811
1.9400000000000015,0.9564442900977861
1.9500000000000015,0.963802113583738
1.9600000000000015,0.9711200295568457
1.9700000000000015,0.9783984112113907
1.9800000000000015,0.9856376262149157
1.9900000000000015,0.9928380368245122
2.0000000000000013,1.000000000000001
2.010000000000001,1.0071238675141063
2.020000000000001,1.014209986059717
2.0300000000000007,1.0212586973543245
2.0400000000000005,1.0282703382417266
2.0500000000000003,1.0352452407910797
2.06,1.0421837323933802
2.07,1.0520618005638083
2.0799999999999996,1.0590198288283492
2.0899999999999994,1.0659440199253003
2.099999999999999,1.0728346859265425
2.109999999999999,1.0796921343659949
2.1199999999999988,1.0865166683275287
2.1299999999999986,1.0933085865308085
2.1399999999999983,1.1000681834151314
2.149999999999998,1.1067957492213027
2.159999999999998,1.1134915700716166
2.1699999999999977,1.1201559280479825
2.1799999999999975,1.1267891012682532
2.1899999999999973,1.1333913639608006
2.199999999999997,1.1399629865373868
2.209999999999997,1.1465042356643749
2.2199999999999966,1.153015374332328
2.2299999999999964,1.1594966619240312
2.239999999999996,1.1659483542809859
2.249999999999996,1.1723707037684115
2.259999999999996,1.1787639593387966
2.2699999999999956,1.1851283665940349
2.2799999999999954,1.1914641678461853
2.289999999999995,1.197771602176888
2.299999999999995,1.2040509054954758
2.3099999999999947,1.2103023105958093
2.3199999999999945,1.2165260472118722
2.3299999999999943,1.2227223420721576
2.339999999999994,1.228891418952873
2.349999999999994,1.2350334987299985
2.3599999999999937,1.2411487994302224
2.3699999999999934,1.2472375362807855
2.3799999999999932,1.253299921758262
2.389999999999993,1.2593361656362982
2.399999999999993,1.2653464750323404
2.4099999999999926,1.2713310544533767
2.4199999999999924,1.2772901058407107
2.429999999999992,1.2832238286138005
2.439999999999992,1.2891324197131755
2.4499999999999917,1.2950160736424643
2.4599999999999915,1.3008749825095431
2.4699999999999913,1.3067093360668376
2.479999999999991,1.3125193217507911
2.489999999999991,1.318305124720521
2.4999999999999907,1.3240669278956845
2.5099999999999905,1.329804911993569
2.5199999999999902,1.3355192555654316
2.52999999999999,1.3412101350320962
2.53999999999999,1.3468777247188368
2.5499999999999896,1.352522196889553
2.5599999999999894,1.358143721780264
2.569999999999989,1.3637424676319285
2.579999999999989,1.3693186007226124
2.5899999999999888,1.374872285399017
2.5999999999999885,1.3804036841073817
2.6099999999999883,1.3859129574237767
2.619999999999988,1.3914002640838012
2.629999999999988,1.3968657610116961
2.6399999999999877,1.402309603348891
2.6499999999999875,1.4077319444819927
2.6599999999999873,1.413132936070229
2.669999999999987,1.4185127280723653
2.679999999999987,1.4238714687730991
2.6899999999999866,1.4292093048089454
2.6999999999999864,1.4345263811936295
2.709999999999986,1.4398228413429917
2.719999999999986,1.4450988270994194
2.7299999999999858,1.4503544787558145
2.7399999999999856,1.455589935079107
2.7499999999999853,1.460805333333326
2.759999999999985,1.4660008093022354
2.769999999999985,1.471176497311548
2.7799999999999847,1.476332530250721
2.7899999999999845,1.4814690395943488
2.7999999999999843,1.4865861554231568
2.809999999999984,1.4916840064446066
2.819999999999984,1.4967627200131233
2.8299999999999836,1.5018224221499474
2.8399999999999834,1.5068632375626256
2.849999999999983,1.5118852896641448
2.859999999999983,1.5168887005917173
2.869999999999983,1.5218735912252244
2.8799999999999826,1.5268400812053255
2.8899999999999824,1.5317882889512453
2.899999999999982,1.5367183316782334
2.909999999999982,1.541630325414717
2.9199999999999817,1.546524385019144
2.9299999999999815,1.5514006241965281
2.9399999999999813,1.5591589519006332
2.949999999999981,1.5640532815661568
2.959999999999981,1.568930689626811
2.9699999999999807,1.5737912855296359
2.9799999999999804,1.5786351776021752
2.9899999999999802,1.583462473067873
2.99999999999998,1.588273278061215
3.00999999999998,1.5930676976426121
3.0199999999999796,1.5978458358130403
3.0299999999999794,1.6026077955284315
3.039999999999979,1.6073536787138278
3.049999999999979,1.612083586277306
3.0599999999999787,1.6167976181236632
3.0699999999999785,1.6214958731678832
3.0799999999999783,1.6261784493483844
3.089999999999978,1.6308454436400406
3.099999999999978,1.635496952067004
3.1099999999999777,1.6401330697153031
3.1199999999999775,1.644753890745253
3.1299999999999772,1.6493595084036494
3.139999999999977,1.6539500150357782
3.149999999999977,1.6585255020972225
3.1599999999999766,1.6630860601654893
3.1699999999999764,1.6676317789514403
3.179999999999976,1.6721627473105485
3.189999999999976,1.6766790532539704
3.1999999999999758,1.6811807839594466
3.2099999999999755,1.6856680257820258
3.2199999999999753,1.6901408642646227
3.229999999999975,1.6945993841484086
3.239999999999975,1.699043669383037
3.2499999999999747,1.7034738031367154
3.2599999999999745,1.70788986780611
3.2699999999999743,1.7122919450261047
3.279999999999974,1.7166801156794058
3.289999999999974,1.721054459905995
3.2999999999999736,1.7254150571124418
3.3099999999999734,1.7297619859810687
3.319999999999973,1.7340953244789743
3.329999999999973,1.7384151498669234
3.3399999999999728,1.7427215387080959
3.3499999999999726,1.747014566876706
3.3599999999999723,1.7512943095664875
3.369999999999972,1.7555608412990504
3.379999999999972,1.7598142359321178
3.3899999999999717,1.7640545666676262
3.3999999999999715,1.768281906059715
3.4099999999999713,1.7724963260225908
3.419999999999971,1.7766978978382761
3.429999999999971,1.780886692164238
3.4399999999999706,1.7850627790409102
3.4499999999999704,1.789226227899097
3.45999999999997,1.793377107567271
3.46999999999997,1.7975154862787621
3.47999999999997,1.8016414316788398
3.4899999999999696,1.8057550108316918
3.4999999999999694,1.8098562902273012
3.509999999999969,1.8139453357882205
3.519999999999969,1.8180222128762509
3.5299999999999687,1.822086986299019
3.5399999999999685,1.8261397203164624
3.5499999999999683,1.8301804786472187
3.559999999999968,1.8342093244749247
3.569999999999968,1.838226320454421
3.5799999999999677,1.8422315287178725
3.5899999999999674,1.846225010880794
3.5999999999999672,1.8502068280479975
3.609999999999967,1.85417704081945
3.619999999999967,1.858135709296046
3.6299999999999666,1.8620828930853055
3.6399999999999664,1.8660186513069814
3.649999999999966,1.8699430425985961
3.659999999999966,1.8738561251208947
3.6699999999999657,1.8777579565632252
3.6799999999999655,1.8816485941488392
3.6899999999999653,1.8855280946401218
3.699999999999965,1.8893965143437468
3.709999999999965,1.8932539091157599
3.7199999999999647,1.897100334366594
3.7299999999999645,1.90093584506601
3.7399999999999642,1.9047604957479733
3.749999999999964,1.9085743405154625
3.759999999999964,1.9123774330452084
3.7699999999999636,1.916169826592374
3.7799999999999634,1.9199515739951636
3.789999999999963,1.9237227276793771
3.799999999999963,1.927483339662891
3.8099999999999627,1.9312334615600906
