Input,Result
-5.0,0.29153009886373865
-4.99,0.2803139579873414
-4.98,0.2691205737736751
-4.970000000000001,0.2579420303111505
-4.960000000000001,0.2467695129971494
-4.950000000000001,0.2355930768920691
-4.940000000000001,0.2244013435738821
-4.9300000000000015,0.21318109802499519
-4.920000000000002,0.2019167429416237
-4.910000000000002,0.1905895450364438
-4.900000000000002,0.1791765698811761
-4.890000000000002,0.16764913608854423
-4.880000000000003,0.15597050093733525
-4.870000000000003,0.14409226404277503
-4.860000000000003,0.13194852014197203
-4.850000000000003,0.11944579975429126
-4.840000000000003,0.10644445869884284
-4.830000000000004,0.09272072046879264
-4.820000000000004,0.07787771668814954
-4.810000000000004,0.061086116119068265
-4.800000000000004,0.03993345961367428
-4.7900000000000045,NaN
-4.780000000000005,NaN
-4.770000000000005,NaN
-4.760000000000005,NaN
-4.750000000000005,NaN
-4.7400000000000055,NaN
-4.730000000000006,NaN
-4.720000000000006,NaN
-4.710000000000006,NaN
-4.700000000000006,NaN
-4.690000000000007,NaN
-4.680000000000007,NaN
-4.670000000000007,NaN
-4.660000000000007,NaN
-4.6500000000000075,NaN
-4.640000000000008,NaN
-4.630000000000008,NaN
-4.620000000000008,NaN
-4.610000000000008,NaN
-4.6000000000000085,NaN
-4.590000000000009,NaN
-4.580000000000009,-0.04065387915109342
-4.570000000000009,-0.06119646805147998
-4.560000000000009,-0.07759141068058747
-4.55000000000001,-0.09208617360203968
-4.54000000000001,-0.10547175689852392
-4.53000000000001,-0.18681580650640536
-4.52000000000001,-0.19718085068390218
-4.5100000000000104,-0.20759258907857212
-4.500000000000011,-0.2180528427006727
-4.490000000000011,-0.2285635796814304
-4.480000000000011,-0.23912689522862812
-4.470000000000011,-0.24974499717242282
-4.4600000000000115,-0.2604201956039701
-4.450000000000012,-0.2711548955611695
-4.440000000000012,-0.28195159202065595
-4.430000000000012,-0.2928128666646247
-4.420000000000012,-0.3037413860369346
-4.410000000000013,-0.31473990080621816
-4.400000000000013,-0.3258112459277183
-4.390000000000013,-0.3369583415493675
-4.380000000000013,-0.3481841945471639
-4.370000000000013,-0.3594919006043638
-4.360000000000014,-0.3708846467712323
-4.350000000000014,-0.38236571445907336
-4.340000000000014,-0.3939384828353787
-4.330000000000014,-0.4056064325972765
-4.3200000000000145,-0.4173731501087017
-4.310000000000015,-0.4292423318933762
-4.300000000000015,-0.44121778948126245
-4.290000000000015,-0.45330345461080973
-4.280000000000015,-0.46550338479340525
-4.270000000000016,-0.47782176925002384
-4.260000000000016,-0.4902629352333838
-4.250000000000016,-0.5028313547519458
-4.240000000000016,-0.5155316517151054
-4.230000000000016,-0.5283686095217122
-4.220000000000017,-0.5413471791170419
-4.210000000000017,-0.5544724875461796
-4.200000000000017,-0.5677498470348835
-4.190000000000017,-0.5811847646320915
-4.1800000000000175,-0.5947829524516612
-4.170000000000018,-0.6085503385544174
-4.160000000000018,-0.6224930785154819
-4.150000000000018,-0.6366175677259139
-4.140000000000018,-0.650930454482231
-4.1300000000000185,-0.6654386539221718
-4.120000000000019,-0.6801493628704173
-4.110000000000019,-0.6950700756637286
-4.100000000000019,-0.710208601031362
-4.090000000000019,-0.7255730801135563
-4.08000000000002,-0.7411720057085591
-4.07000000000002,-0.7570142428471518
-4.06000000000002,-0.7731090508028928
-4.05000000000002,-0.7894661066566699
-4.0400000000000205,-0.8060955305455167
-4.030000000000021,-0.8230079127383167
-4.020000000000021,-0.8402143426950275
-4.010000000000021,-0.8577264402816728
-4.000000000000021,-0.8755563893306686
-3.9900000000000215,-0.8937169737554209
-3.9800000000000217,-0.9122216164496709
